timestamp,x,y,yaw,vx,vy,yaw_rate,steering_angle,speed
1359.16,-0.08571103038021,-1.9999705872128961,-1.2181895759479287e-05,0.00025088751026877774,-1.2773331197452489e-05,7.932756971671784e-07,0.0,0.0
1359.163,-0.08571331450660025,-1.9999705864704083,-1.2182180772180424e-05,0.0002508875133351126,-1.2791938442870114e-05,8.165792712638492e-07,0.0,0.0
1359.183,-0.08572854201707714,-1.9999705814596827,-1.2184166957026275e-05,0.000250887510615104,-1.2774340663033994e-05,7.939555360213928e-07,0.0,0.0
1359.204,-0.08574453090242151,-1.99997057621891,-1.2186217678414475e-05,0.00025088751450550557,-1.2796024098230158e-05,8.219533857435885e-07,0.0,0.0
1359.224,-0.08575975841229433,-1.9999705712086249,-1.2188200898917818e-05,0.00025088752234619265,-1.277757038617465e-05,7.988557396723004e-07,0.0,0.0
1359.243,-0.08577422454665862,-1.9999705664622427,-1.2190064195450581e-05,0.000250887526701405,-1.2791718276587065e-05,8.162202679400204e-07,0.0,0.0
1359.263,-0.08578945205660715,-1.999970561451578,-1.2192048503548465e-05,0.00025088752519766085,-1.2773352386858862e-05,7.932538043446018e-07,0.0,0.0
1359.285,-0.08580620231684466,-1.9999705559608227,-1.2194204905980225e-05,0.00025088753350128556,-1.2796500591050761e-05,8.225840610582643e-07,0.0,0.0
1359.302,-0.08581914569993132,-1.999970551698867,-1.219588774004288e-05,0.000250887546183192,-1.2777734521826857e-05,7.987340568486107e-07,0.0,0.0
1359.324,-0.08583589596024455,-1.9999705462032635,-1.2198051488049288e-05,0.00025088754969397706,-1.2791941498336695e-05,8.166912827146056e-07,0.0,0.0
1359.346,-0.08585264622052691,-1.9999705406850046,-1.2200238237052402e-05,0.0002508875530882349,-1.2776635135538317e-05,7.948545080425179e-07,0.0,0.0
1359.365,-0.08586711235417177,-1.9999705359506699,-1.2202086389057908e-05,0.0002508875544633008,-1.2795811521406673e-05,8.219618900042129e-07,0.0,0.0
1359.383,-0.0858808171123,-1.9999705314364,-1.2203879814367843e-05,0.0002508875689907694,-1.2779948895417137e-05,8.000828038154856e-07,0.0,0.0
1359.403,-0.08589604462128564,-1.9999705264359924,-1.2205844886906986e-05,0.00025088757521828846,-1.2778021943253721e-05,7.989278537106521e-07,0.0,0.0
1359.424,-0.08591203350567966,-1.9999705211836194,-1.2207918516358159e-05,0.00025088757410531785,-1.2773337337969974e-05,7.934830046397249e-07,0.0,0.0
1359.443,-0.08592649963902654,-1.9999705164404178,-1.2209773852554871e-05,0.00025088757518637345,-1.279592736775719e-05,8.218524409870094e-07,0.0,0.0
1359.465,-0.08594324989861668,-1.999970510925897,-1.2211959530534278e-05,0.00025088758010279933,-1.2773740130115188e-05,7.934503395733518e-07,0.0,0.0
1359.487,-0.08596000015784577,-1.999970505433059,-1.2214118906786558e-05,0.00025088759519128383,-1.2792365213998687e-05,8.170561354635177e-07,0.0,0.0
1359.503,-0.08597218216469427,-1.9999705014295361,-1.2215692997222064e-05,0.000250887586221541,-1.2792002576707933e-05,8.166087017255008e-07,0.0,0.0
1359.528,-0.08599045517476422,-1.9999704954198443,-1.221806959885306e-05,0.0002508875938942955,-1.2773202649498413e-05,7.932801117547267e-07,0.0,0.0
1359.544,-0.08600339855692352,-1.9999704911764828,-1.2219730695423096e-05,0.0002508875963594129,-1.279628503323621e-05,8.220264945382314e-07,0.0,0.0
1359.563,-0.0860178646898988,-1.9999704864232961,-1.2221607239077125e-05,0.0002508876038646923,-1.2791601579620711e-05,8.165858376544656e-07,0.0,0.0
1359.585,-0.08603461494852627,-1.9999704809043017,-1.2223794235670904e-05,0.000250887620938887,-1.2776356918418058e-05,7.946411120273201e-07,0.0,0.0
1359.604,-0.08604908108105858,-1.9999704761693085,-1.2225644153265086e-05,0.0002508876085205216,-1.2795835604507375e-05,8.21904784133503e-07,0.0,0.0
1359.624,-0.0860643085888867,-1.999970471157152,-1.2227631477454423e-05,0.00025088762462016764,-1.2778804484432008e-05,7.996018538960261e-07,0.0,0.0
1359.645,-0.08608029747221901,-1.9999704659125042,-1.2229685879232503e-05,0.00025088762692475537,-1.2796243615860877e-05,8.221070233587385e-07,0.0,0.0
1359.663,-0.08609400222924757,-1.999970461400771,-1.2231474055603266e-05,0.0002508876300111729,-1.2773197134881672e-05,7.93286526810242e-07,0.0,0.0
1359.683,-0.08610922973657553,-1.9999704563963117,-1.2233444160269e-05,0.00025088764034613515,-1.2773304606670634e-05,7.92963670863715e-07,0.0,0.0
1359.705,-0.0861259799947085,-1.9999704509047485,-1.2235599758534702e-05,0.000250887643313527,-1.2795908056599605e-05,8.220202260147841e-07,0.0,0.0
